location_no;location;municipality;province;region;country
3414;Soerabaja;;;;N.O. Indië
3415;Soerakarta;;;;N.O. Indië
3419;Soest;Soest;Utrecht;;Nederland
3423;Solingen;;;;Duitsland
3427;Someren;Someren;Noord-Brabant;;Nederland
3429;Sommelsdijk;Sommelsdijk;Zuid-Holland;;Nederland
3430;Son;Son en Breugel;Noord-Brabant;;Nederland
3431;Son en Breugel;Son en Breugel;Noord-Brabant;;Nederland
3432;Sondel;Gaasterland;Friesland;;Nederland
3435;Southampton;;;;Groot-Brittannië
3437;Spaarndam;Haarlem;Noord-Holland;;Nederland
3438;Spaarnwoude;Haarlemmerliede en Spaarnwoude;Noord-Holland;;Nederland
3439;Terband;Aengwirden;Friesland;;Nederland
3440;Spanbroek;Spanbroek;Noord-Holland;;Nederland
3441;Spanga;Weststellingwerf;Friesland;;Nederland
3442;Spankeren;Rheden;Gelderland;;Nederland
3443;Spannum;Hennaarderadeel;Friesland;;Nederland
3449;Spijk;Bierum;Groningen;;Nederland
3452;Spijkenisse;Spijkenisse;Zuid-Holland;;Nederland
3454;Sprang;Sprang-Capelle;Noord-Brabant;;Nederland
3456;Sprang-Capelle;Sprang-Capelle;Noord-Brabant;;Nederland
3457;Sprundel;Rucphen;Noord-Brabant;;Nederland
3458;Stabroek;;;;België
3459;Stad aan 't Haringvliet;Stad aan 't Haringvliet;Zuid-Holland;;Nederland
3464;Stadtlohn;;;;Pruissen
3465;Stampersgat;Oud- en Nieuw-Gastel;Noord-Brabant;;Nederland
3466;Standdaarbuiten;Standdaarbuiten;Noord-Brabant;;Nederland
3467;Staphorst;Staphorst;Overijssel;;Nederland
3468;Stavenisse;Stavenisse;Zeeland;;Nederland
3470;Staveren;Staveren;Friesland;;Nederland
3472;Stavoren;Stavoren;Friesland;;Nederland
3474;Stedum;Stedum;Groningen;;Nederland
3475;Steenbergen;Steenbergen;Noord-Brabant;;Nederland
3476;Steenbergen;Steenbergen;Noord-Brabant;;Nederland
3478;Steenderen;Steenderen;Gelderland;;Nederland
3481;Steenwijk;Steenwijk;Overijssel;;Nederland
3484;Steenwijkerwold;Steenwijkerwold;Overijssel;;Nederland
3486;Sluis;Sluis;Zeeland;;Nederland
3490;Stokkum;Bergh;Gelderland;;Nederland
3491;Steinfurt;;;;Duitsland
3493;Stekene;;;;België
3494;Stellendam;Stellendam;Zuid-Holland;;Nederland
3499;Tricht;Buurmalsen;Gelderland;;Nederland
3500;Stettin;;;;Duitsland
3501;Stevensweert;Stevensweert;Limburg;;Nederland
3503;Stiphout;Stiphout;Noord-Brabant;;Nederland
3505;Stockholm;;;;Zweden
3508;Stolwijk;Stolwijk;Zuid-Holland;;Nederland
3512;Stompwijk;Stompwijk;Zuid-Holland;;Nederland
3513;Stoppeldijk;Stoppeldijk;Zeeland;;Nederland
3515;Stormpolder;Krimpen aan den IJssel;Zuid-Holland;;Nederland
3516;Stoutenburg;Stoutenburg;Utrecht;;Nederland
3517;Straatsburg;;;;Frankrijk
3520;Stralsund;;;;Duitsland
3521;Stramproy;Stramproy;Limburg;;Nederland
3522;Stratum;Eindhoven;Noord-Brabant;;Nederland
3523;Urk;Urk;Noord-Holland;;Nederland
3524;Streefkerk;Streefkerk;Zuid-Holland;;Nederland
3525;Strijen;Strijen;Zuid-Holland;;Nederland
3528;Strijp;Eindhoven;Noord-Brabant;;Nederland
3534;Stuttgart;;;;Duitsland
3540;Unknown;;;Sumatra;N.O. Indië
3542;Surhuisterveen;Achtkarspelen;Friesland;;Nederland
3543;Surhuizum;Achtkarspelen;Friesland;;Nederland
3545;Susteren;Susteren;Limburg;;Nederland
3547;Swalmen;Swalmen;Limburg;;Nederland
3550;Swichum;Leeuwarderadeel;Friesland;;Nederland
3559;Tegelen;Tegelen;Limburg;;Nederland
3561;Ten Boer;Ten Boer;Groningen;;Nederland
3563;Ter Aar;Ter Aar;Zuid-Holland;;Nederland
3569;Terborg;Wisch;Gelderland;;Nederland
3571;Terheijden;Terheijden;Noord-Brabant;;Nederland
3572;Terhorne;Utingeradeel;Friesland;;Nederland
3574;Termunten;Termunten;Groningen;;Nederland
3575;Termunterzijl;Termunten;Groningen;;Nederland
3576;Ternaard;Westdongeradeel;Friesland;;Nederland
3577;Terneuzen;Terneuzen;Zeeland;;Nederland
3579;Terschelling;Terschelling;Friesland;;Nederland
3582;Terwolde;Voorst;Gelderland;;Nederland
3584;Teteringen;Teteringen;Noord-Brabant;;Nederland
3585;Texel;Texel;Noord-Holland;;Nederland
3587;Tholen;Tholen;Zeeland;;Nederland
3588;Thorn;Thorn;Limburg;;Nederland
3589;Tiel;Tiel;Gelderland;;Nederland
3592;Tienhoven;Tienhoven (ZH);Zuid-Holland;;Nederland
3593;Tienhoven;Tienhoven (UT);Utrecht;;Nederland
3595;Tietjerk;Tietjerksteradeel;Friesland;;Nederland
3596;Tietjerksteradeel;Tietjerksteradeel;Friesland;;Nederland
3598;Tilburg;Tilburg;Noord-Brabant;;Nederland
3601;Tjalleberd;Aengwirden;Friesland;;Nederland
3604;Tjelatjap;;;;N.O. Indië
3605;Tjepoe;;;;N.O. Indië
3606;Tjerkgaast;Doniawerstal;Friesland;;Nederland
3607;Tjerkwerd;Wonseradeel;Friesland;;Nederland
3608;Tjimahi;;;;N.O. Indië
3612;Tolbert;Leek;Groningen;;Nederland
3613;Tongelre;Eindhoven;Noord-Brabant;;Nederland
3614;Tongeren;;;;België
3615;Tongeren;;;;België
3618;Tongerlo;Maasbree;Limburg;;Nederland
3622;Tourcoing;;;;Frankrijk
3626;Troisdorf;;;;Duitsland
3628;Tubbergen;Tubbergen;Overijssel;;Nederland
3630;Tuil;Haaften;Gelderland;;Nederland
3631;Tull en 't Waal;Tull en 't Waal;Utrecht;;Nederland
3632;Turnhout;;;;België
3635;Twello;Voorst;Gelderland;;Nederland
3637;Twijzelerheide;Achtkarspelen;Friesland;;Nederland
3638;Twisk;Twisk;Noord-Holland;;Nederland
3641;Tzummarum;Barradeel;Friesland;;Nederland
3642;Ubach over Worms;Ubach over Worms;Limburg;;Nederland
3644;Ubbergen;Ubbergen;Gelderland;;Nederland
3645;Uden;Uden;Noord-Brabant;;Nederland
3646;Udenhout;Udenhout;Noord-Brabant;;Nederland
3653;Uitdam;Broek in Waterland;Noord-Holland;;Nederland
3654;Uitgeest;Uitgeest;Noord-Holland;;Nederland
3655;Uithoorn;Uithoorn;Noord-Holland;;Nederland
3656;Uithuizen;Uithuizen;Groningen;;Nederland
3657;Uithuizermeeden;Uithuizermeeden;Groningen;;Nederland
3660;Ukkel;;;;België
3662;Ulft;Gendringen;Gelderland;;Nederland
3663;Ulrum;Ulrum;Groningen;;Nederland
3667;Ureterp;Opsterland;Friesland;;Nederland
3671;Urmond;Urmond;Limburg;;Nederland
3672;Ursem;Ursem;Noord-Holland;;Nederland
3673;Usquert;Usquert;Groningen;;Nederland
3675;Utingeradeel;Utingeradeel;Friesland;;Nederland
3676;Utrecht;Utrecht;Utrecht;;Nederland
3677;Vaals;Vaals;Limburg;;Nederland
3678;Vaassen;Epe;Gelderland;;Nederland
3680;Valburg;Valburg;Gelderland;;Nederland
3681;Valenciennes;;;;Frankrijk
3682;Valkenburg;Valkenburg (LI);Limburg;;Nederland
3685;Valkenburg;Valkenburg (ZH);Zuid-Holland;;Nederland
3686;Valkenburg-Houthem;Valkenburg-Houthem;Limburg;;Nederland
3687;Valkenisse (Walcheren);Valkenisse (Walcheren);Zeeland;;Nederland
3688;Valkenswaard;Valkenswaard;Noord-Brabant;;Nederland
3691;Varik;Varik;Gelderland;;Nederland
3695;Veen;Veen;Noord-Brabant;;Nederland
3696;Veendam;Veendam;Groningen;;Nederland
3697;Veenendaal;Veenendaal;Utrecht;;Nederland
3699;Veenhuizen;Norg;Drenthe;;Nederland
3702;Veenwouden;Dantumadeel;Friesland;;Nederland
3703;Veere;Veere;Zeeland;;Nederland
3704;Veessen;Heerde;Gelderland;;Nederland
3705;Veghel;Veghel;Noord-Brabant;;Nederland
3708;Velden;Arcen en Velden;Limburg;;Nederland
3709;Veldhoven;Veldhoven;Noord-Brabant;;Nederland
3713;Velp;Rheden;Gelderland;;Nederland
3717;Velsen;Velsen;Noord-Holland;;Nederland
3720;Venhuizen;Venhuizen;Noord-Holland;;Nederland
3721;Venlo;Venlo;Limburg;;Nederland
3722;Venray;Venray;Limburg;;Nederland
3725;Versailles;;;;Frankrijk
3726;Verviers;;;;België
3729;Vessem, Wintelre en Knegsel;Vessem, Wintelre en Knegsel;Noord-Brabant;;Nederland
3732;Vianen;Vianen;Zuid-Holland;;Nederland
3735;Vierhuizen;Ulrum;Groningen;;Nederland
3736;Vierlingsbeek;Vierlingsbeek;Noord-Brabant;;Nederland
3737;Vierpolders;Vierpolders;Zuid-Holland;;Nederland
3738;Viersen;;;;Duitsland
3743;Vilvoorde;;;;België
3745;Vinkeveen;Vinkeveen;Utrecht;;Nederland
3746;Vinkeveen en Waverveen;Vinkeveen en Waverveen;Utrecht;;Nederland
3747;Visé;;;;België
3749;Vlaardingen;Vlaardingen;Zuid-Holland;;Nederland
3751;Vlaardinger-Ambacht;Vlaardinger-Ambacht;Zuid-Holland;;Nederland
3752;Vlagtwedde;Vlagtwedde;Groningen;;Nederland
3753;Vledder;Vledder;Drenthe;;Nederland
3756;Vleuten;Vleuten;Utrecht;;Nederland
3758;Vlieland;Vlieland;Friesland;;Nederland
3759;Vlierden;Vlierden;Noord-Brabant;;Nederland
3761;Vlijmen;Vlijmen;Noord-Brabant;;Nederland
3764;Vlissingen;Vlissingen;Zeeland;;Nederland
3765;Vlist;Vlist;Zuid-Holland;;Nederland
3766;Vlodrop;Vlodrop;Limburg;;Nederland
3767;Voerendaal;Voerendaal;Limburg;;Nederland
3769;Vogelwaarde;Vogelwaarde;Zeeland;;Nederland
3772;Vollenhove;Vollenhove;Overijssel;;Nederland
3773;Vollenhove Ambt;Vollenhove Ambt;Overijssel;;Nederland
3774;Vollenhove Stad;Vollenhove Stad;Overijssel;;Nederland
3776;Voorburg;Voorburg;Zuid-Holland;;Nederland
3777;Voorhout;Voorhout;Zuid-Holland;;Nederland
3778;Voorschoten;Voorschoten;Zuid-Holland;;Nederland
3779;Voorst;Voorst;Gelderland;;Nederland
3780;Voorthuizen;Barneveld;Gelderland;;Nederland
3781;Vorden;Vorden;Gelderland;;Nederland
3784;Warga;Idaarderadeel;Friesland;;Nederland
3785;Vreden;;;;Duitsland
3787;Vreeland;Vreeland;Utrecht;;Nederland
3788;Vreeswijk;Vreeswijk;Utrecht;;Nederland
3789;Vries;Vries;Drenthe;;Nederland
3790;Vriezenveen;Vriezenveen;Overijssel;;Nederland
3791;Vrijenban;Delft;Zuid-Holland;;Nederland
3793;Vrijhoeve-Capelle;Vrijhoeve-Capelle;Noord-Brabant;;Nederland
3797;Vrouwenparochie;Het Bildt;Friesland;;Nederland
3799;Vrouwenpolder;Vrouwenpolder;Zeeland;;Nederland
3800;Vught;Vught;Noord-Brabant;;Nederland
3801;Vuren;Vuren;Gelderland;;Nederland
3802;Waalre;Waalre;Noord-Brabant;;Nederland
3803;Waalwijk;Waalwijk;Noord-Brabant;;Nederland
3804;Waarde;Waarde;Zeeland;;Nederland
3805;Waardenburg;Waardenburg;Gelderland;;Nederland
3806;Waarder;Waarder (ZH);Zuid-Holland;;Nederland
3809;Wachtebeke;;;;België
3811;Waddinxveen;Waddinxveen;Zuid-Holland;;Nederland
3813;Wadenoijen;Wadenoijen;Gelderland;;Nederland
3815;Wagenborgen;Termunten;Groningen;;Nederland
3816;Wageningen;Wageningen;Gelderland;;Nederland
3818;Walsum;;;;Duitsland
3819;Waltrop;;;;Duitsland
3820;Wamel;Wamel;Gelderland;;Nederland
3821;Wanneperveen;Wanneperveen;Overijssel;;Nederland
3822;Wanroij;Wanroij;Noord-Brabant;;Nederland
3824;Wanswerd;Ferwerderadeel;Friesland;;Nederland
3828;Warden;Warder;Noord-Holland;;Nederland
3829;Warder;Warder;Noord-Holland;;Nederland
3831;Warffum;Warffum;Groningen;;Nederland
3836;Warmenhuizen;Warmenhuizen;Noord-Holland;;Nederland
3837;Warmond;Warmond;Zuid-Holland;;Nederland
3838;Warns;Hemelumer Oldeferd;Friesland;;Nederland
3839;Warnsveld;Warnsveld;Gelderland;;Nederland
3841;Wartena;Idaarderadeel;Friesland;;Nederland
3844;Waspik;Waspik;Noord-Brabant;;Nederland
3845;Wassenaar;Wassenaar;Zuid-Holland;;Nederland
3846;Watergraafsmeer;Amsterdam;Noord-Holland;;Nederland
3848;Wateringen;Wateringen;Zuid-Holland;;Nederland
3849;Waterland;Waterland;Noord-Holland;;Nederland
3850;Waterlandkerkje;Waterlandkerkje;Zeeland;;Nederland
3851;Waterloo;;;;België
3854;Waverveen;Waverveen;Utrecht;;Nederland
3855;Wavre;;;;België
3856;Wedde;Wedde;Groningen;;Nederland
3857;Weerselo;Weerselo;Overijssel;;Nederland
3858;Weert;Weert;Limburg;;Nederland
3859;Weesp;Weesp;Noord-Holland;;Nederland
3860;Weesperkarspel;Weesperkarspel;Noord-Holland;;Nederland
3861;Wehe den Hoorn;Leens;Groningen;;Nederland
3862;Wehl;Wehl;Gelderland;;Nederland
3863;Weidum;Baarderadeel;Friesland;;Nederland
3867;Well;Ammerzoden;Gelderland;;Nederland
3870;Welsrijp;Hennaarderadeel;Friesland;;Nederland
3874;Weltevreden;;;Java;N.O. Indië
3875;Wemeldinge;Wemeldinge;Zeeland;;Nederland
3876;Wien;;;Hannover;Duitsland
3877;Wien;;;;Oostenrijk
3878;Werchter;;;;België
3880;Werden;;;;Duitsland
3881;Werkendam;Werkendam;Noord-Brabant;;Nederland
3882;Werkhoven;Werkhoven;Utrecht;;Nederland
3884;Werne;;;;Duitsland
3885;Wervershoof;Wervershoof;Noord-Holland;;Nederland
3886;Wesel;;;;Duitsland
3887;Wesel;;;;Pruissen
3889;Wessem;Wessem;Limburg;;Nederland
3892;Westbroek;Westbroek;Utrecht;;Nederland
3894;Westdongeradeel;Westdongeradeel;Friesland;;Nederland
3896;Westdorpe;Westdorpe;Zeeland;;Nederland
3898;Westerbork;Westerbork;Drenthe;;Nederland
3899;Westerbroek;Hoogezand;Groningen;;Nederland
3902;Westkapelle;Westkapelle;Zeeland;;Nederland
3903;Westerhoven;Westerhoven;Noord-Brabant;;Nederland
3905;Westerlee;Scheemda;Groningen;;Nederland
3906;Westermeer;Haskerland;Friesland;;Nederland
3908;Westerschouwen;Westerschouwen;Zeeland;;Nederland
3910;Westervoort;Westervoort;Gelderland;;Nederland
3913;Westkapelle;Westkapelle;Zeeland;;Nederland
3914;Westkapelle;;;Westkapelle;België
3915;Westkerke;Scherpenisse;Zeeland;;Nederland
3917;Westmaas;Westmaas;Zuid-Holland;;Nederland
3918;Westmalle;;;;België
3919;West-Souburg;West-Souburg;Zeeland;;Nederland
3920;Weststellingwerf;Weststellingwerf;Friesland;;Nederland
3921;West-Terschelling;Terschelling;Friesland;;Nederland
3922;Westvoorne;Westvoorne;Zuid-Holland;;Nederland
3924;Westzaan;Westzaan;Noord-Holland;;Nederland
3926;Wetsinge;Adorp;Groningen;;Nederland
3927;Wetteren;;;;België
3940;Wierden;Wierden;Overijssel;;Nederland
3941;Wieringen;Wieringen;Noord-Holland;;Nederland
3942;Wieringermeer;Wieringermeer;Noord-Holland;;Nederland
3943;Wieringerwaard;Wieringerwaard;Noord-Holland;;Nederland
3945;Wierum;Westdongeradeel;Friesland;;Nederland
3946;Wiesbaden;;;;Duitsland
3949;Wijchen;Wijchen;Gelderland;;Nederland
3952;Wijdenes;Wijdenes;Noord-Holland;;Nederland
3953;Wijdewormer;Wijdewormer;Noord-Holland;;Nederland
3954;Wijhe;Wijhe;Overijssel;;Nederland
3956;Wijk aan Zee en Duin;Wijk aan Zee en Duin (NH);Noord-Holland;;Nederland
3957;Wijk bij Duurstede;Wijk bij Duurstede;Utrecht;;Nederland
3958;Wijk en Aalburg;Wijk en Aalburg;Noord-Brabant;;Nederland
3960;Wijnaldum;Barradeel;Friesland;;Nederland
3962;Wijnegem;;;;België
3963;Wijngaarden;Wijngaarden;Zuid-Holland;;Nederland
3967;Wildervank;Wildervank;Groningen;;Nederland
3968;Wilhelminadorp;Goes;Zeeland;;Nederland
3970;Wilhelmshafen;;;;Duitsland
3977;Willeskop;Willeskop;Utrecht;;Nederland
3978;Willige-Langerak;Willige-Langerak;Utrecht;;Nederland
3979;Wilnis;Wilnis;Utrecht;;Nederland
3980;Wilp;Voorst;Gelderland;;Nederland
3985;Winkel;Winkel;Noord-Holland;;Nederland
3988;Winschoten;Winschoten;Groningen;;Nederland
3989;Winssen;Ewijk;Gelderland;;Nederland
3995;Winterswijk;Winterswijk;Gelderland;;Nederland
3998;Bath;Bath;Zeeland;;Nederland
3999;Wisch;Wisch;Gelderland;;Nederland
4000;Wissekerke (Zuid-Beveland);Wissekerke (Zuid Beveland);Zeeland;;Nederland
4001;Wissenkerke (Noord-Beveland);Wissenkerke (Noord Beveland);Zeeland;;Nederland
4002;Witmarsum;Wonseradeel;Friesland;;Nederland
4003;Wittem;Wittem;Limburg;;Nederland
4005;Woensdrecht;Woensdrecht;Noord-Brabant;;Nederland
4006;Woensel;Eindhoven;Noord-Brabant;;Nederland
4008;Woerden;Woerden (ZH);Zuid-Holland;;Nederland
4010;Wognum;Wognum;Noord-Holland;;Nederland
4017;Wolphaartsdijk;Wolphaartsdijk;Zeeland;;Nederland
4019;Woltersum;Ten Boer;Groningen;;Nederland
4020;Wolvega;Weststellingwerf;Friesland;;Nederland
4022;Wommels;Hennaarderadeel;Friesland;;Nederland
4024;Wonseradeel;Wonseradeel;Friesland;;Nederland
4026;Workum;Workum;Friesland;;Nederland
4027;Wormer;Wormer;Noord-Holland;;Nederland
4029;Wormerveer;Wormerveer;Noord-Holland;;Nederland
4030;Worms;;;;Duitsland
4031;Worms;;;;Pruissen
4033;Woubrugge;Woubrugge;Zuid-Holland;;Nederland
4035;Woudenberg;Woudenberg;Utrecht;;Nederland
4036;Woudrichem;Woudrichem;Noord-Brabant;;Nederland
4037;Woudsend;Wymbritseradeel;Friesland;;Nederland
4038;Wouterswoude;Dantumadeel;Friesland;;Nederland
4039;Wouw;Wouw;Noord-Brabant;;Nederland
4041;Wuustwezel;;;;België
4043;Wyckel;Gaasterland;Friesland;;Nederland
4044;Wymbritseradeel;Wymbritseradeel;Friesland;;Nederland
4045;Yerseke;Yerseke;Zeeland;;Nederland
4047;Zaamslag;Zaamslag;Zeeland;;Nederland
4048;Zaandam;Zaandam;Noord-Holland;;Nederland
4049;Zaandijk;Zaandijk;Noord-Holland;;Nederland
4052;Zalk en Veecaten;Zalk en Veecaten;Overijssel;;Nederland
4053;Zaltbommel;Zaltbommel;Gelderland;;Nederland
4054;Zand 't;Zijpe;Noord-Holland;;Nederland
4056;Zanddijk;Veere;Zeeland;;Nederland
4057;Zandeweer;Kantens;Groningen;;Nederland
4058;Zandt 't;Zandt 't;Groningen;;Nederland
4059;Zandvoort;Zandvoort;Noord-Holland;;Nederland
4060;Zegwaart;Zegwaart;Zuid-Holland;;Nederland
4062;Zeeland;Zeeland;Noord-Brabant;;Nederland
4063;Zeelst;Zeelst;Noord-Brabant;;Nederland
4067;Zegveld;Zegveld;Utrecht;;Nederland
4072;Zeist;Zeist;Utrecht;;Nederland
4073;Zelhem;Zelhem;Gelderland;;Nederland
4074;Zelzate;;;;België
4079;Zetten;Valburg;Gelderland;;Nederland
4080;Zevenaar;Zevenaar;Gelderland;;Nederland
4081;Zevenbergen;Zevenbergen;Noord-Brabant;;Nederland
4082;Zevenhoven;Zevenhoven;Zuid-Holland;;Nederland
4086;Zevenhuizen;Zevenhuizen;Zuid-Holland;;Nederland
4088;Zierikzee;Zierikzee;Zeeland;;Nederland
4091;Zijpe;Zijpe;Noord-Holland;;Nederland
4092;Zoelen;Zoelen;Gelderland;;Nederland
4093;Zoelmond;Beusichem;Gelderland;;Nederland
4094;Zoetermeer;Zoetermeer;Zuid-Holland;;Nederland
4095;Zoeterwoude;Zoeterwoude;Zuid-Holland;;Nederland
4097;Zonnemaire;Zonnemaire;Zeeland;;Nederland
4098;Zoutelande;Zoutelande;Zeeland;;Nederland
4099;Zoutkamp;Ulrum;Groningen;;Nederland
4101;Zuid- en Noord-Schermer;Zuid- en Noord-Schermer;Noord-Holland;;Nederland
4102;Zuid-Beijerland;Zuid-Beijerland;Zuid-Holland;;Nederland
4104;Zuidbroek;Zuidbroek (GR);Groningen;;Nederland
4105;Exel;Laren (Ge);Gelderland;;Nederland
4106;Zuidbroek;Zuidbroek (GR);Groningen;;Nederland
4107;Zuiddorpe;Zuiddorpe;Zeeland;;Nederland
4111;Zuidhorn;Zuidhorn;Groningen;;Nederland
4112;Zuidland;Zuidland;Zuid-Holland;;Nederland
4113;Zuidlaren;Zuidlaren;Drenthe;;Nederland
4114;Zuid-Polsbroek;Zuid-Polsbroek;Utrecht;;Nederland
4115;Zuid-Schalkwijk;Haarlemmerliede en Spaarnwoude;Noord-Holland;;Nederland
4116;Zuid-Scharwoude;Zuid-Scharwoude;Noord-Holland;;Nederland
4121;Zuidzande;Zuidzande;Zeeland;;Nederland
4122;Zuilen;Zuilen;Utrecht;;Nederland
4123;Zuilichem;Zuilichem;Gelderland;;Nederland
4125;Zundert;Zundert;Noord-Brabant;;Nederland
4126;Zurich;Wonseradeel;Friesland;;Nederland
4127;Zürich;;;;Zwitserland
4128;Zutphen;Zutphen;Gelderland;;Nederland
4130;Zwaag;Zwaag;Noord-Holland;;Nederland
4132;Zwaagwesteinde;Dantumadeel;Friesland;;Nederland
4134;Zwammerdam;Zwammerdam;Zuid-Holland;;Nederland
4136;Zwartewaal;Zwartewaal;Zuid-Holland;;Nederland
4137;Zwartsluis;Zwartsluis;Overijssel;;Nederland
4138;Zweeloo;Zweeloo;Drenthe;;Nederland
4139;Zweins;Franekeradeel;Friesland;;Nederland
4140;Zwijndrecht;;;;België
4142;Zwolle;Zwolle;Overijssel;;Nederland
4143;Zwollerkerspel;Zwollerkerspel;Overijssel;;Nederland
4144;Berg;;;;Duitsland
4147;Capelle;Capelle;Noord-Brabant;;Nederland
4155;Oswiecim;;;;Polen
4163;Auschwitz;;;;Polen
4170;Pasoeroean;;;Java;Ned. Indië
4181;Altenkirchen;;;;Duitsland
4183;Baelen;;;Liége;België
4184;Rangoen;;;;Birma
4187;Baasrode;;;Oost-Vlaanderen;België
4189;Anrath;;;;Duitsland
4193;Rijckevorsel;;;;België
4197;Aalst;;;;België
4228;St Helena;;;;Groot-Brittannië
4236;Bracht;;;Kreitz Viersen;Duitsland
4239;Brecht;;;;België
4244;Charmeux;;;;België
4260;Wandre;;;;België
4262;Warszawa;;;;Polen
4264;Erkelenz;;;;Duitsland
4265;Watenstedt;;;;Duitsland
4282;Gemmenich;;;;België
4286;Ghistel;;;;België
4294;Hagen;;;;Duitsland
4305;Hemiksem;;;;België
4314;Hoogstraeten;;;;België
4341;Koekelberg;;;;België
4355;Landerd;Landerd;Noord-Brabant;;Nederland
4375;Merksplas;;;;België
4393;Niederlahnstein;;;;Duitsland
4406;Oorderen;;;;België
4413;Oranienburg;;;;Duitsland
4423;Ahlen;;;;Duitsland
4429;Plymouth;;;;Verenigde Staten
4506;Unknown;;Zuid-Holland;Alblasserwaard;Nederland
4513;Sempst;;;;België
4522;Bilsen;;;;België
4524;Soest;;;;Duitsland
4532;Stabroeck;;;;België
4540;Sunderland;;;;Engeland
4548;Cortessem;;;;België
4551;Turin;;;;Italië
4571;Wittenberg;;;;Duitsland
4585;St Laurent;;;;Frankrijk
5000;Unknown;Unknown;Unknown;;Nederland
5002;Unknown;Unknown;Friesland;;Nederland
5005;Unknown;Unknown;Gelderland;;Nederland
5006;Unknown;Unknown;Utrecht;;Nederland
5007;Unknown;Unknown;Noord-Holland;;Nederland
5008;Unknown;Unknown;Zuid-Holland;;Nederland
5009;Unknown;Unknown;Zeeland;;Nederland
5010;Unknown;Unknown;Noord-Brabant;;Nederland
5011;Unknown;Unknown;Limburg;;Nederland
5021;Unknown;;;;N.O. Indië
5027;Unknown;;;Borneo;N.O. Indië
5031;Unknown;;;Curaçao;N.W. Indië
5039;Unknown;;;Suriname;N.W. Indië
5101;Unknown;Unknown;Unknown;;Duitsland
5102;Unknown;;;Engeland;Groot-Brittannië
5103;Unknown;;;;België
5104;Unknown;;;;Frankrijk
5105;Unknown;;;;Spanje
5108;Unknown;;;;Zwitserland
5109;Unknown;;;;Oostenrijk
5110;Unknown;;;;Polen
5111;Unknown;;;Schotland;Groot-Brittannië
5112;Unknown;;;;Groot-Brittannië
5119;Beograd;;;;Joegoslavië
5130;Dover;;;Engeland;Groot-Brittannië
5137;Herzele;;;;België
5140;Korendijk;'t Zand;Groningen;;Nederland
5150;Roux;Unknown;Henegouwen;;België
5153;Sijsele;;;;België
5155;Thamen;Uithoorn;Noord-Holland;;Nederland
5159;Weerd;Linne;Limburg;;Nederland
5201;Unknown;;;;Verenigde Staten
5203;Unknown;;;California;Verenigde Staten
5211;Unknown;;;Michigan;Verenigde Staten
5408;Kessel;Kessel;Limburg;;Nederland
5413;Kruisland;Steenbergen;Noord-Brabant;;Nederland
5417;Arkel;Arkel;Zuid-Holland;;Nederland
5419;Beuningen;Beuningen;Gelderland;;Nederland
5420;Bocholt;;;Maaseik;België
5422;Bunde;Bunde;Limburg;;Nederland
5430;Hasselt;Hasselt;Overijssel;;Nederland
5433;Heukelom;Berkel-Enschot;Noord-Brabant;;Nederland
5434;Hulst;Hulst;Zeeland;;Nederland
5437;Kranenburg;;;;Duitsland
5438;Langerak;Langerak;Zuid-Holland;;Nederland
5439;Leuth;Ubbergen;Gelderland;;Nederland
5440;Linde;Zuidwolde;Drenthe;;Nederland
5441;Loenen;Apeldoorn;Gelderland;;Nederland
5443;Meer;;;;België
5445;Münster;;;;Duitsland
5448;Niel;;;;België
5451;Nijega;Smallingerland;Friesland;;Nederland
5453;Nijkerk;Nijkerk;Gelderland;;Nederland
5455;Zandhuizen;Weststellingwerf;Friesland;;Nederland
5457;Norden;;;;Duitsland
5462;Rottevalle;Smallingerland;Friesland;;Nederland
5468;Vorst;;;;België
5469;Westeinde;Ermelo;Gelderland;;Nederland
5472;Aalst;Poederoijen;Gelderland;;Nederland
5476;Akkrum;Utingeradeel;Friesland;;Nederland
5480;Auschwitz;;;;Duitsland
5484;Barcelona;;;;Spanje
5488;Blerick;Maasbree;Limburg;;Nederland
5491;Den Ham;Den Ham;Overijssel;;Nederland
5492;Deurne;Deurne;Noord-Brabant;;Nederland
5497;Doornik;Bemmel;Gelderland;;Nederland
5502;Emmen;Emmen;Drenthe;;Nederland
5504;Enter;Wierden;Overijssel;;Nederland
5507;Fijnaart;Fijnaart en Heijningen;Noord-Brabant;;Nederland
5509;Frederiksoord;Noordwolde;Friesland;;Nederland
5510;Frederiksoord;Vledder;Drenthe;;Nederland
5511;Ulvenhout;Ginneken en Bavel;Noord-Brabant;;Nederland
5516;Groningen;Groningen;Groningen;;Nederland
5518;Hardenberg;Hardenberg;Overijssel;;Nederland
5519;Haren;Haren;Groningen;;Nederland
5520;Heer;Heer;Limburg;;Nederland
5526;Heerlen;Heerlen;Limburg;;Nederland
5527;Hellum;Slochteren;Groningen;;Nederland
5530;Hoeven;Hoeven;Noord-Brabant;;Nederland
5534;Hull;;;Engeland;Groot-Brittannië
5537;Joure;Haskerland;Friesland;;Nederland
5540;Katwijk aan den Rijn en het Zand;Katwijk aan den Rijn en 't Zand;Zuid-Holland;;Nederland
5541;Katwijk;Katwijk;Zuid-Holland;;Nederland
5549;Lille;;;;België
5552;Lippenhuizen;Opsterland;Friesland;;Nederland
5553;Melle;;;;België
5560;Oosterbeek;Renkum;Gelderland;;Nederland
